teks_keluhan_awam|teks_laporan_teknisi|tipe_aset|lokasi_gedung|lokasi_lantai|lokasi_zona|kategori_aset|severity|root_cause|jenis_kerusakan|biaya_perbaikan
AC Split mati total karena koneksi terputus parah akibat human error yang sangat fatal|Kerusakan koneksi listrik|AC Split|Gedung B|Lantai 6|Zona Tengah|Mechanical|Berat|Human error|Koneksi terputus|3303000
AC Split jebol|Kerusakan listrik|AC Split|Gedung B|Lantai 6|Zona Tengah|Mechanical|Berat|Human error|Koneksi terputus|3303000
Terdapat kerusakan pada AC Split di Gedung B Lantai 6 Zona Tengah karena koneksi terputus yang disebabkan oleh human error|Laporan teknisi|AC Split|Gedung B|Lantai 6|Zona Tengah|Mechanical|Berat|Human error|Koneksi terputus|3303000
APAR Dry Powder Stored Pressure netes karena korsleting akibat kualitas material yang buruk|Kerusakan korsleting pada APAR Dry Powder|APAR Dry Powder Stored Pressure|Gedung Parkir|Lantai 1|Zona Barat|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|138000
APAR bermasalah|Korsleting APAR|APAR Dry Powder Stored Pressure|Gedung Parkir|Lantai 1|Zona Barat|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|138000
APAR Dry Powder Stored Pressure mengalami gangguan karena korsleting yang disebabkan oleh kualitas material yang kurang baik|Laporan teknisi: APAR Dry Powder Stored Pressure|APAR Dry Powder Stored Pressure|Gedung Parkir|Lantai 1|Zona Barat|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|138000
APAR Dry Powder Stored Pressure netes terus|Bunyi abnormal karena tegangan tidak stabil|APAR Dry Powder Stored Pressure|Gedung Servis|Lantai 3|Zona Utara|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|113000
APAR bunyi aneh|Tegangan tidak stabil|APAR Dry Powder Stored Pressure|Gedung Servis|Lantai 3|Zona Utara|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|113000
APAR di lantai 3 zona utara mengeluarkan suara agak berisik|Ditemukan kerusakan karena tegangan listrik tidak stabil|APAR Dry Powder Stored Pressure|Gedung Servis|Lantai 3|Zona Utara|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|113000
Plafon gypsum di lantai 5 zona selatan gedung parkir mengalami korsleting parah karena kelembaban tinggi, saya sangat panik karena listrik mati total|Laporan teknisi: korsleting pada plafon gypsum|Plafon Gypsum / GRC|Gedung Parkir|Lantai 5|Zona Selatan|Arsitektur|Berat|Kelembaban tinggi|Korsleting|Rp 2580000
Plafon gypsum korsleting, kelembaban tinggi, tolong bantu|Laporan teknisi: perlu perbaikan segera|Plafon Gypsum / GRC|Gedung Parkir|Lantai 5|Zona Selatan|Arsitektur|Berat|Kelembaban tinggi|Korsleting|Rp 2580000
Plafon gypsum di gedung parkir lantai 5 zona selatan mengalami kerusakan berat karena korsleting akibat kelembaban tinggi, perlu perbaikan segera|Laporan teknisi: perbaikan plafon gypsum|Plafon Gypsum / GRC|Gedung Parkir|Lantai 5|Zona Selatan|Arsitektur|Berat|Kelembaban tinggi|Korsleting|Rp 2580000
Bell Alarm tidak berfungsi total karena kualitas material yang buruk, ini sangat mengganggu sekali, apa yang harus saya lakukan?|Tidak berfungsi total karena kualitas material|Bell Alarm|Gedung Utama|Lantai 20|Zona Barat|Sistem Proteksi Kebakaran Aktif|Berat|Kualitas material|Tidak berfungsi total|8398000
Bell Alarm mati total, tolong bantu secepatnya|Tidak berfungsi|Bell Alarm|Gedung Utama|Lantai 20|Zona Barat|Sistem Proteksi Kebakaran Aktif|Berat|Kualitas material|Tidak berfungsi total|8398000
Saya melaporkan bahwa Bell Alarm di Gedung Utama, Lantai 20, Zona Barat tidak berfungsi total akibat kualitas material yang kurang baik, perlu perbaikan segera|Bell Alarm tidak berfungsi|Bell Alarm|Gedung Utama|Lantai 20|Zona Barat|Sistem Proteksi Kebakaran Aktif|Berat|Kualitas material|Tidak berfungsi total|8398000
Lantai beton kita netes terus karena korosi parah dan korsleting listrik, jadi sangat mengganggu rutinitas harian kita|Laporan teknisi: kerusakan pada lantai beton karena korosi dan korsleting|Lantai Beton|Gedung E|Lantai 2|Zona Tengah|Civil|Ringan|Korosi|Korsleting|162000
Lantai beton agak berisik karena korsleting|Kerusakan ringan pada lantai beton|Lantai Beton|Gedung E|Lantai 2|Zona Tengah|Civil|Ringan|Korosi|Korsleting|162000
Lantai beton di kantor kita mengalami kerusakan karena korosi yang menyebabkan korsleting, sehingga perlu perbaikan segera|Laporan teknisi: perbaikan lantai beton karena korosi dan korsleting|Lantai Beton|Gedung E|Lantai 2|Zona Tengah|Civil|Ringan|Korosi|Korsleting|162000
AC Split membuat bunyi abnormal yang mengganggu rutinitas harian, sepertinya aus normal yang bikin netes-netes terus|Teknisi menemukan bahwa AC Split mengalami kerusakan pada komponen yangaus normal|AC Split|Gedung E|Lantai 1|Zona Tengah|Mechanical|Sedang|Aus normal|Bunyi abnormal|891000
AC Split bunyi abnormal, aus normal, ganggu rutinitas|Teknisi sedang menangani perbaikan|AC Split|Gedung E|Lantai 1|Zona Tengah|Mechanical|Sedang|Aus normal|Bunyi abnormal|891000
Karyawan melaporkan bahwa AC Split di Gedung E Lantai 1 Zona Tengah mengalami bunyi abnormal agak berisik, kemungkinan aus normal|Perlu dilakukan perbaikan segera|AC Split|Gedung E|Lantai 1|Zona Tengah|Mechanical|Sedang|Aus normal|Bunyi abnormal|891000
Pesawat Telepon di lantai 12 gedung D zona timur mengalami tekanan tidak stabil, suaranya netes terus dan agak berisik sehingga mengganggu rutinitas, kemungkinan karena aus normal|Tekanan tidak stabil dan aus normal menyebabkan suara tidak jelas|Pesawat Telepon|Gedung D|Lantai 12|Zona Timur|Sistem Telekomunikasi Gedung|Sedang|Aus normal|Tekanan tidak stabil|1564000
Pesawat telepon rusak, tekanan tidak stabil, aus normal|Tekanan tidak stabil|Pesawat Telepon|Gedung D|Lantai 12|Zona Timur|Sistem Telekomunikasi Gedung|Sedang|Aus normal|Tekanan tidak stabil|1564000
Pesawat telepon di gedung D lantai 12 zona timur bermasalah, tekanan suara tidak stabil, kemungkinan karena aus, perlu perbaikan segera|Perbaikan tekanan suara dan penggantian komponen aus|Pesawat Telepon|Gedung D|Lantai 12|Zona Timur|Sistem Telekomunikasi Gedung|Sedang|Aus normal|Tekanan tidak stabil|1564000
Dinding kayu bunyi abnormal parah karena usia pakai, mengganggu aktivitas sehari-hari|Dinding kayu mengalami kerusakan parah|Dinding Kayu|Gedung D|Lantai 4|Zona Utara|Civil|Fatal|Usia pakai|Bunyi abnormal|24284000
Dinding kayu jebol, bunyi abnormal|Dinding kayu rusak|Dinding Kayu|Gedung D|Lantai 4|Zona Utara|Civil|Fatal|Usia pakai|Bunyi abnormal|24284000
Dinding kayu Gedung D lantai 4 zona utara mengalami kerusakan berat dengan bunyi abnormal yang disebabkan oleh usia pakai, perlu perbaikan segera|Dinding kayu Gedung D lantai 4 zona utara rusak|Dinding Kayu|Gedung D|Lantai 4|Zona Utara|Civil|Fatal|Usia pakai|Bunyi abnormal|24284000
Smoke Detector rusak parah, tampilan rusak karena getaran, membuat saya sangat kesal|Tampilan rusak, getaran terdeteksi|Smoke Detector|Gedung B|Lantai 4|Zona Utara|Sistem Proteksi Kebakaran Aktif|Sedang|Getaran|Tampilan rusak|1965000
Smoke Detector netes, agak berisik karena getaran|Tampilan rusak|Smoke Detector|Gedung B|Lantai 4|Zona Utara|Sistem Proteksi Kebakaran Aktif|Sedang|Getaran|Tampilan rusak|1965000
Tampilan Smoke Detector rusak, kemungkinan karena getaran, perlu perbaikan segera|Tampilan rusak karena getaran|Smoke Detector|Gedung B|Lantai 4|Zona Utara|Sistem Proteksi Kebakaran Aktif|Sedang|Getaran|Tampilan rusak|1965000
Dinding GRC di lantai 10 zona selatan gedung D mengalami getaran dan bunyi abnormal yang sangat mengganggu rutinitas harian kita, sehingga perlu segera diperbaiki|Dinding GRC mengalami getaran yang menyebabkan bunyi abnormal|Dinding GRC|Gedung D|Lantai 10|Zona Selatan|Civil|Ringan|Getaran|Bunyi abnormal|139000
Dinding GRC gedung D lantai 10 zona selatan bunyi abnormal karena getaran|Perlu perbaikan dinding GRC|Dinding GRC|Gedung D|Lantai 10|Zona Selatan|Civil|Ringan|Getaran|Bunyi abnormal|139000
Dinding GRC di gedung D lantai 10 zona selatan mengalami bunyi abnormal yang disebabkan oleh getaran, perlu dilakukan perbaikan segera untuk menghindari gangguan lebih lanjut|Dinding GRC mengalami bunyi abnormal karena getaran|Dinding GRC|Gedung D|Lantai 10|Zona Selatan|Civil|Ringan|Getaran|Bunyi abnormal|139000
Wastafel di lantai 5 zona timur gedung parkir bocor dan aliran airnya lemah karena kualitas material yang tidak baik|Toto wastafel bocor dan aliran airnya lemah|Wastafel|Gedung Parkir|Lantai 5|Zona Timur|Plumbing|Ringan|Kualitas material|Aliran lemah|300000
Wastafel bocor|Wastafel Toto bocor|Wastafel|Gedung Parkir|Lantai 5|Zona Timur|Plumbing|Ringan|Kualitas material|Aliran lemah|300000
Karyawan melaporkan wastafel di lantai 5 zona timur gedung parkir mengalami kerusakan berupa aliran air yang lemah akibat kualitas material yang tidak memadai|Laporan teknisi: wastafel Toto bocor dan aliran airnya lemah|Wastafel|Gedung Parkir|Lantai 5|Zona Timur|Plumbing|Ringan|Kualitas material|Aliran lemah|300000
APAR Dry Powder Cartridge rusak parah, retak dan aus normal membuatnya tidak bisa berfungsi dengan baik, mengganggu keselamatan di Gedung Utama|APAR Dry Powder Cartridge rusak, perlu perbaikan segera|APAR Dry Powder Cartridge|Gedung Utama|9|Tengah|Sistem Pemadam Kebakaran|Berat|Aus normal|Retak/pecah|2197000
APAR Dry Powder Cartridge jebol, butuh diperbaiki sekarang juga|APAR rusak, perlu perbaikan|APAR Dry Powder Cartridge|Gedung Utama|9|Tengah|Sistem Pemadam Kebakaran|Berat|Aus normal|Retak/pecah|2197000
APAR Dry Powder Cartridge mengalami kerusakan retak dan aus normal, perlu dilakukan perbaikan untuk memastikan keselamatan|APAR Dry Powder Cartridge butuh perbaikan|APAR Dry Powder Cartridge|Gedung Utama|9|Tengah|Sistem Pemadam Kebakaran|Berat|Aus normal|Retak/pecah|2197000
Wastafel di kantor kita mati total karena kelembaban tinggi, netes terus dan suara yang agak berisik sangat mengganggu|Toto wastafel tidak berfungsi total|Wastafel|Gedung A|Lantai 5|Zona Tengah|Plumbing|Sedang|Kelembaban tinggi|Tidak berfungsi total|1909000
Wastafel mati total|Toto wastafel rusak|Wastafel|Gedung A|Lantai 5|Zona Tengah|Plumbing|Sedang|Kelembaban tinggi|Tidak berfungsi total|1909000
Wastafel Toto di lantai 5 zona tengah gedung A tidak berfungsi dengan baik karena kelembaban yang tinggi sehingga mengakibatkan kerusakan|Laporan teknisi tentang wastafel Toto yang tidak berfungsi|Wastafel|Gedung A|Lantai 5|Zona Tengah|Plumbing|Sedang|Kelembaban tinggi|Tidak berfungsi total|1909000
Genset Diesel di Gedung Servis Lantai 3 Zona Selatan macet karena kelembaban tinggi membuatnya netes dan agak berisik|Genset Diesel macet dan berisik|Genset Diesel|Gedung Servis|Lantai 3|Zona Selatan|Mechanical|Ringan|Kelembaban tinggi|Macet/tersumbat|187000
Genset Diesel macet|Genset Diesel macet|Genset Diesel|Gedung Servis|Lantai 3|Zona Selatan|Mechanical|Ringan|Kelembaban tinggi|Macet/tersumbat|187000
Genset Diesel merek Perkins di Gedung Servis Lantai 3 Zona Selatan mengalami kerusakan macet karena kelembaban tinggi sehingga perlu perbaikan|Genset Diesel perlu perbaikan|Genset Diesel|Gedung Servis|Lantai 3|Zona Selatan|Mechanical|Ringan|Kelembaban tinggi|Macet/tersumbat|187000
Wiring sistem di Gedung A lantai 12 zona selatan saya korosi parah karena overload, netes terus dan mengganggu rutinitas|Sistem instalasi kabel mengalami kerusakan karena beban berlebih|Wiring System|Gedung A|Lantai 12|Zona Selatan|Electrical|Berat|Overload|Berkarat/korosi|5830000
Wiring sistem rusak berat karena korosi dan overload|Sistem instalasi kabel rusak|Wiring System|Gedung A|Lantai 12|Zona Selatan|Electrical|Berat|Overload|Berkarat/korosi|5830000
Sistem instalasi kabel di Gedung A lantai 12 zona selatan mengalami kerusakan korosi dan overload sehingga mengganggu operasional, perlu perbaikan segera|Laporan teknisi tentang kerusakan sistem instalasi kabel|Wiring System|Gedung A|Lantai 12|Zona Selatan|Electrical|Berat|Overload|Berkarat/korosi|5830000
Wastafel di kantor saya bocor parah, koneksi terputus dan aus normal, sangat mengganggu rutinitas|Kerusakan koneksi terputus dan aus normal pada wastafel|Wastafel|Gedung A|7|Barat|Plumbing|Berat|Aus normal|Koneksi terputus|5843000
Wastafel bocor, koneksi putus, aus|Kerusakan koneksi terputus|Wastafel|Gedung A|7|Barat|Plumbing|Berat|Aus normal|Koneksi terputus|5843000
Kerusakan wastafel di lantai 7 Gedung A, zona barat, yaitu koneksi terputus dan aus normal, memerlukan perbaikan segera|Laporan teknisi tentang kerusakan wastafel|Wastafel|Gedung A|7|Barat|Plumbing|Berat|Aus normal|Koneksi terputus|5843000
MDP|Gedung D, Lantai 4, Zona Timur|MDP|Gedung D|Lantai 4|Zona Timur|Electrical|Ringan|Usia pakai|Retak/pecah|238000
MDP terus netes|Perlu diperbaiki segera|MDP|Gedung D|Lantai 4|Zona Timur|Electrical|Ringan|Usia pakai|Retak/pecah|238000
Kerusakan retak pada MDP di Gedung D Lantai 4 Zona Timur|Perlu penanganan segera|MDP|Gedung D|Lantai 4|Zona Timur|Electrical|Ringan|Usia pakai|Retak/pecah|238000
APAR Halon mati mendadak gara-gara aus normal, sangat mengganggu kegiatan sehari-hari|Teknisi menemukan kerusakan pada APAR Halon, kemungkinan aus normal|APAR Halon|Gedung A|Lantai 12|Zona Timur|Sistem Pemadam Kebakaran|Sedang|Aus normal|Mati mendadak|1536000
APAR Halon mati|APAR Halon rusak|APAR Halon|Gedung A|Lantai 12|Zona Timur|Sistem Pemadam Kebakaran|Sedang|Aus normal|Mati mendadak|1536000
APAR Halon di Gedung A Lantai 12 Zona Timur mengalami kerusakan mati mendadak karena aus normal, gangguan ini cukup mengganggu rutinitas|Laporan teknisi: APAR Halon rusak, kemungkinan aus normal|APAR Halon|Gedung A|Lantai 12|Zona Timur|Sistem Pemadam Kebakaran|Sedang|Aus normal|Mati mendadak|1536000
Koneksi terputus parah, aus normal, mati total|Koneksi terputus parah|Floor Drain|Gedung C|Lantai 7|Zona Utara|Plumbing|Fatal|Aus normal|Koneksi terputus|10451000
Koneksi terputus, aus, jebol|Koneksi terputus|Floor Drain|Gedung C|Lantai 7|Zona Utara|Plumbing|Fatal|Aus normal|Koneksi terputus|10451000
Koneksi floor drain terputus dan aus normal, perlu perbaikan segera|Koneksi terputus dan aus|Floor Drain|Gedung C|Lantai 7|Zona Utara|Plumbing|Fatal|Aus normal|Koneksi terputus|10451000
Pemipaan air bersih di Gedung E Lantai 1 Zona Selatan mengalami kerusakan parah karena getaran berlebihan dan korosi, sehingga menyebabkan kebocoran yang sangat parah dan mengganggu aktivitas sehari-hari, tolong segera diperbaiki|Kerusakan pada pipa air bersih di Gedung E Lantai 1 Zona Selatan|Pemipaan Air Bersih|Gedung E|Lantai 1|Zona Selatan|Plumbing|Fatal|Korosi|Getaran berlebihan|40787000
Pipa air bocor karena getaran dan korosi, tolong diperbaiki sekarang|Kerusakan pipa air bersih|Pemipaan Air Bersih|Gedung E|Lantai 1|Zona Selatan|Plumbing|Fatal|Korosi|Getaran berlebihan|40787000
Kerusakan pada pipa air bersih di Gedung E Lantai 1 Zona Selatan disebabkan oleh getaran berlebihan dan korosi, sehingga menyebabkan kebocoran yang cukup parah, perlu segera diperbaiki untuk menghindari kerugian lebih lanjut|Laporan kerusakan pipa air bersih|Pemipaan Air Bersih|Gedung E|Lantai 1|Zona Selatan|Plumbing|Fatal|Korosi|Getaran berlebihan|40787000
Meja kerja saya getaran berlebihan parah karena human error, jadi saya tidak bisa bekerja dengan nyaman, agak berisik dan mengganggu rutinitas kerja|Getaran berlebihan pada meja kerja|Meja kerja|Gedung Utama|19|Timur|Arsitektur|Sedang|Human error|Getaran berlebihan|1399000
Meja kerja getaran berlebihan|Getaran berlebihan|Meja kerja|Gedung Utama|19|Timur|Arsitektur|Sedang|Human error|Getaran berlebihan|1399000
Meja kerja di lantai 19 zona timur gedung utama mengalami getaran berlebihan karena human error, sehingga perlu perbaikan segera untuk menghindari gangguan lebih lanjut|Laporan teknisi tentang getaran berlebihan pada meja kerja|Meja kerja|Gedung Utama|19|Timur|Arsitektur|Sedang|Human error|Getaran berlebihan|1399000
Meter PDAM di gedung utama lantai 16 zona selatan bermasalah, retak dan netes terus karena tegangan tidak stabil|Kerusakan retak pada meter PDAM di zona selatan|Meter PDAM|Gedung Utama|16|Zona Selatan|Pencatatan Meter|Sedang|Tegangan tidak stabil|Retak/pecah|318000
Meter PDAM bocor|Meter PDAM bermasalah|Meter PDAM|Gedung Utama|16|Zona Selatan|Pencatatan Meter|Sedang|Tegangan tidak stabil|Retak/pecah|318000
Adanya kerusakan pada meter PDAM di gedung utama lantai 16 zona selatan, yaitu retak yang disebabkan oleh tegangan tidak stabil, mengharuskan perbaikan segera|Laporan kerusakan meter PDAM|Meter PDAM|Gedung Utama|16|Zona Selatan|Pencatatan Meter|Sedang|Tegangan tidak stabil|Retak/pecah|318000
Dinding partisi GRC/Gypsum di gedung B lantai 4 zona timur macet/tersumbat karena kelembaban tinggi membuat suara netes yang agak berisik dan mengganggu rutinitas|Tidak ada laporan teknisi|Dinding Partisi, GRC / Gypsum|Gedung B|Lantai 4|Zona Timur|Civil|Sedang|Kelembaban tinggi|Macet/tersumbat|810000
Dinding partisi GRC/Gypsum macet/tersumbat kelembaban tinggi|Tidak ada laporan teknisi|Dinding Partisi, GRC / Gypsum|Gedung B|Lantai 4|Zona Timur|Civil|Sedang|Kelembaban tinggi|Macet/tersumbat|810000
Dinding partisi GRC/Gypsum di zona timur lantai 4 gedung B mengalami kerusakan macet/tersumbat yang disebabkan oleh kelembaban tinggi, sehingga menimbulkan suara yang agak berisik dan memerlukan perbaikan|Tidak ada laporan teknisi|Dinding Partisi, GRC / Gypsum|Gedung B|Lantai 4|Zona Timur|Civil|Sedang|Kelembaban tinggi|Macet/tersumbat|810000
Lampu LED di Gedung D Lantai 10 Zona Tengah bocor dan suaranya agak berisik karena tegangan tidak stabil|Lampu LED bocor dan berisik|Lampu LED|Gedung D|Lantai 10|Zona Tengah|Electrical|Ringan|Tegangan tidak stabil|Kebocoran|121000
Lampu LED bocor|Lampu LED bocor karena tegangan tidak stabil|Lampu LED|Gedung D|Lantai 10|Zona Tengah|Electrical|Ringan|Tegangan tidak stabil|Kebocoran|121000
Lampu LED di Gedung D Lantai 10 Zona Tengah mengalami kebocoran dan netes karena tegangan listrik tidak stabil sehingga perlu diperbaiki|Lampu LED perlu diperbaiki karena kebocoran|Lampu LED|Gedung D|Lantai 10|Zona Tengah|Electrical|Ringan|Tegangan tidak stabil|Kebocoran|121000
MDB mati mendadak karena debu/kotoran, sangat mengganggu pekerjaan|Debu/kotoran menyebabkan kerusakan pada MDB|MDB|Gedung E|Lantai 2|Zona Tengah|Electrical|Berat|Debu/kotoran|Mati mendadak|8662000
MDB mati total karena kotoran|Kerusakan parah pada MDB|MDB|Gedung E|Lantai 2|Zona Tengah|Electrical|Berat|Debu/kotoran|Mati mendadak|8662000
MDB di Gedung E, Lantai 2, Zona Tengah mengalami kerusakan karena debu/kotoran, sehingga menyebabkan mati mendadak|Kerusakan MDB karena debu/kotoran|MDB|Gedung E|Lantai 2|Zona Tengah|Electrical|Berat|Debu/kotoran|Mati mendadak|8662000
Kloset di gedung C lantai 3 zona utara rusak parah karena retak dan pecah, sepertinya kualitas material yang digunakan tidak bagus, ini sangat mengganggu rutinitas kami|Kerusakan kloset di gedung C lantai 3 zona utara|Kloset|Gedung C|Lantai 3|Zona Utara|Plumbing|Berat|Kualitas material|Retak/pecah|8667000
Kloset rusak total di gedung C lantai 3 zona utara, retak dan pecah, tolong perbaiki segera|Kerusakan kloset yang parah|Kloset|Gedung C|Lantai 3|Zona Utara|Plumbing|Berat|Kualitas material|Retak/pecah|8667000
Kerusakan kloset di gedung C lantai 3 zona utara cukup serius, retak dan pecah, kemungkinan karena kualitas material yang tidak memadai, perlu diperbaiki dengan segera|Laporan kerusakan kloset|Kloset|Gedung C|Lantai 3|Zona Utara|Plumbing|Berat|Kualitas material|Retak/pecah|8667000
UPS di kantor kami mengalami overheat dan getaran yang cukup mengganggu rutinitas, sehingga kami tidak bisa bekerja dengan tenang|UPS mengalami kerusakan ringan karena overheat dan getaran|Uninterruptible Power Supply|Gedung A|Lantai 10|Zona Timur|Electrical|Ringan|Getaran|Overheat|466000
UPS kami netes, agak berisik dan mengalami getaran|Kerusakan ringan, perlu perbaikan|Uninterruptible Power Supply|Gedung A|Lantai 10|Zona Timur|Electrical|Ringan|Getaran|Overheat|466000
Kami memiliki masalah dengan UPS di kantor, yaitu overheat dan getaran yang mengganggu, sehingga perlu dilakukan perbaikan|Perlu dilakukan perbaikan pada UPS karena overheat dan getaran|Uninterruptible Power Supply|Gedung A|Lantai 10|Zona Timur|Electrical|Ringan|Getaran|Overheat|466000
Atap spandek saya rusak parah karena human error, tampilan jadi jelek sekali|Kerusakan atap spandek akibat kesalahan manusia|Atap Spandek|Gedung B|Lantai 2|Zona Tengah|Civil|Berat|Human error|Tampilan rusak|6401000
Tampilan atap spandek rusak berat, butuh perbaikan segera|Perlu perbaikan atap spandek|Atap Spandek|Gedung B|Lantai 2|Zona Tengah|Civil|Berat|Human error|Tampilan rusak|6401000
Saya laporan kerusakan atap spandek di Gedung B Lantai 2 Zona Tengah, kondisinya rusak parah karena human error, perlu perbaikan segera|Atap spandek rusak karena kesalahan manusia|Atap Spandek|Gedung B|Lantai 2|Zona Tengah|Civil|Berat|Human error|Tampilan rusak|6401000
AC Cassette tidak bisa nyala karena getaran berlebihan dan tegangan tidak stabil, jadi saya sangat kesal sekali|Tegangan tidak stabil menyebabkan getaran berlebihan pada AC Cassette|AC Cassette|Gedung D|9|Zona Barat|Mechanical|Berat|Tegangan tidak stabil|Getaran berlebihan|6481000
AC Cassette rusak, getaran berlebihan, tegangan tidak stabil|Tegangan tidak stabil|AC Cassette|Gedung D|9|Zona Barat|Mechanical|Berat|Tegangan tidak stabil|Getaran berlebihan|6481000
Saya laporkan bahwa AC Cassette di Gedung D Lantai 9 Zona Barat mengalami getaran berlebihan dan tegangan tidak stabil sehingga tidak bisa digunakan|Tegangan tidak stabil menyebabkan kerusakan|AC Cassette|Gedung D|9|Zona Barat|Mechanical|Berat|Tegangan tidak stabil|Getaran berlebihan|6481000
AC Split mengalami sensor error yang disebabkan getaran, sehingga tidak bisa bekerja dengan baik dan mengeluarkan suara agak berisik|Tidak bisa bekerja dengan baik|AC Split|Gedung E|Lantai 6|Zona Tengah|Mechanical|Sedang|Getaran|Sensor error|1529000
AC Split rusak, sensor error karena getaran, netes terus|Rusak|AC Split|Gedung E|Lantai 6|Zona Tengah|Mechanical|Sedang|Getaran|Sensor error|1529000
AC Split di Gedung E Lantai 6 Zona Tengah mengalami kerusakan sensor error yang disebabkan oleh getaran, sehingga mengganggu rutinitas dan perlu perbaikan segera|Perlu perbaikan segera|AC Split|Gedung E|Lantai 6|Zona Tengah|Mechanical|Sedang|Getaran|Sensor error|1529000
Meja kerja di kantor saya mengalami korsleting parah karena kualitas material yang buruk, sangat mengganggu pekerjaan|Korsleting pada meja kerja|Meja kerja|Gedung Utama|Lantai 20|Zona Barat|Arsitektur|Fatal|Kualitas material|Korsleting|31826000
Meja kerja mati total|Korsleting|Meja kerja|Gedung Utama|Lantai 20|Zona Barat|Arsitektur|Fatal|Kualitas material|Korsleting|31826000
Meja kerja di lantai 20 mengalami kerusakan korsleting yang disebabkan oleh kualitas material yang tidak memadai, perlu perbaikan segera|Laporan teknisi|Meja kerja|Gedung Utama|Lantai 20|Zona Barat|Arsitektur|Fatal|Kualitas material|Korsleting|31826000
Kursi di gedung A lantai 15 zona barat sudah berkarat parah karena faktor lingkungan, jangan sampai ambruk dan bahayakan orang lain|Kerusakan struktural pada kursi|Kursi|Gedung A|Lantai 15|Zona Barat|Arsitektur|Berat|Faktor lingkungan|Berkarat/korosi|9694000
Kursi rusak berat, berkarat, zona barat lantai 15|Laporan kerusakan kursi|Kursi|Gedung A|Lantai 15|Zona Barat|Arsitektur|Berat|Faktor lingkungan|Berkarat/korosi|9694000
Kerusakan pada kursi di zona barat lantai 15 gedung A disebabkan oleh faktor lingkungan yang menyebabkan korosi, perlu perbaikan segera|Kerusakan korosi pada kursi|Kursi|Gedung A|Lantai 15|Zona Barat|Arsitektur|Berat|Faktor lingkungan|Berkarat/korosi|9694000
Hydrant Pillar di Gedung Servis Lantai 3 Zona Tengah koneksi terputus karena faktor lingkungan, membuatnya netes dan mengganggu rutinitas harian|Kerusakan koneksi hydrant pillar|Hydrant Pillar|Gedung Servis|Lantai 3|Zona Tengah|Sistem Pemadam Kebakaran|Sedang|Faktor lingkungan|Koneksi terputus|1373000
Hydrant pillar koneksi terputus|Kerusakan koneksi|Hydrant Pillar|Gedung Servis|Lantai 3|Zona Tengah|Sistem Pemadam Kebakaran|Sedang|Faktor lingkungan|Koneksi terputus|1373000
Koneksi hydrant pillar terputus karena faktor lingkungan di Gedung Servis Lantai 3 Zona Tengah, agak berisik dan mengganggu|Laporan teknisi tentang kerusakan hydrant pillar|Hydrant Pillar|Gedung Servis|Lantai 3|Zona Tengah|Sistem Pemadam Kebakaran|Sedang|Faktor lingkungan|Koneksi terputus|1373000
Kamera CCTV di Gedung Utama Lantai 12 Zona Utara netes terus karena usia pakai yang sudah lama, jadi aliran lemah dan agak berisik|Kamera CCTV mengalami aliran lemah|Kamera CCTV|Gedung Utama|Lantai 12|Zona Utara|Security Sistem|Sedang|Usia pakai|Aliran lemah|1527000
Kamera CCTV netes|Kamera CCTV rusak|Kamera CCTV|Gedung Utama|Lantai 12|Zona Utara|Security Sistem|Sedang|Usia pakai|Aliran lemah|1527000
Kamera CCTV di Gedung Utama Lantai 12 Zona Utara mengalami gangguan karena aliran lemah yang disebabkan oleh usia pakai, sehingga perlu perbaikan|Kamera CCTV mengalami kerusakan|Kamera CCTV|Gedung Utama|Lantai 12|Zona Utara|Security Sistem|Sedang|Usia pakai|Aliran lemah|1527000
Deepwell sedang netes terus dan sangat mengganggu rutinitas harian kami, bahkan suaranya agak berisik dan terdengar abnormal, sepertinya overload|Tidak ada laporan teknisi|Deepwell|Gedung D|Lantai 12|Zona Selatan|Distribusi Air|Sedang|Overload|Bunyi abnormal|1250000
Deepwell rusak, bunyi abnormal, overload|Tidak ada laporan teknisi|Deepwell|Gedung D|Lantai 12|Zona Selatan|Distribusi Air|Sedang|Overload|Bunyi abnormal|1250000
Kerusakan pada Deepwell di Gedung D Lantai 12 Zona Selatan menyebabkan bunyi abnormal dan kemungkinan overload, sehingga perlu perbaikan segera|Tidak ada laporan teknisi|Deepwell|Gedung D|Lantai 12|Zona Selatan|Distribusi Air|Sedang|Overload|Bunyi abnormal|1250000
MDP|Gedung B, Lantai 4, Zona Timur|MDP|Gedung B|Lantai 4|Zona Timur|Electrical|Sedang|Faktor lingkungan|Sensor error|493000
Sensor error membuat kerjaan jadi agak berisik|Sensor error|MDP|Gedung B|Lantai 4|Zona Timur|Electrical|Sedang|Faktor lingkungan|Sensor error|493000
