teks_keluhan_awam|teks_laporan_teknisi|tipe_aset|lokasi_gedung|lokasi_lantai|lokasi_zona|kategori_aset|severity|root_cause|jenis_kerusakan|biaya_perbaikan
Genset diesel perkins di lantai 8 gedung D zona selatan tiba2 nggak jalan|Kerusakan genset diesel Perkins di gedung D lantai 8 zona selatan disebabkan oleh sensor yang rusak sehingga memerlukan perbaikan|Genset Diesel|Gedung D|Lantai 8|Zona Selatan|Mechanical|Sedang|Usia pakai|Sensor error|1989000
Trafo IT UPS di Gedung Utama lantai 18 zona timur rusak banget|Laporan kerusakan Trafo IT UPS di Gedung Utama lantai 18 zona timur dengan gejala aus dan abrasi|Trafo IT UPS|Gedung Utama|Lantai 18|Zona Timur|Electrical|Ringan|Usia pakai|Aus/abrasi|52000
Trafo IT UPS di lantai 18 zona timur Gedung Utama mati total|Pemeriksaan Trafo IT UPS di Gedung Utama lantai 18 zona timur menunjukkan kerusakan aus dan abrasi akibat usia pakai|Trafo IT UPS|Gedung Utama|Lantai 18|Zona Timur|Electrical|Ringan|Usia pakai|Aus/abrasi|52000
Gedung Utama lantai 18 zona timur trafo IT UPS nggak nyala|Inspeksi Trafo IT UPS di Gedung Utama lantai 18 zona timur menemukan kerusakan akibat aus dan abrasi yang disebabkan oleh usia pakai|Trafo IT UPS|Gedung Utama|Lantai 18|Zona Timur|Electrical|Ringan|Usia pakai|Aus/abrasi|52000
AC Split di gedung parkir lantai 3 zona timur tiba-tiba mati|Laporan kerusakan AC Split merek Samsung di Gedung Parkir, Lantai 3, Zona Timur, dengan gejala mati mendadak, kemungkinan disebabkan faktor lingkungan|AC Split|Gedung Parkir|Lantai 3|Zona Timur|Mechanical|Berat|Faktor lingkungan|Mati mendadak|9418000
AC Split samsung di zona timur lantai 3 gedung parkir tiba2 nggak nyala|Pemeriksaan awal menunjukkan bahwa AC Split merek Samsung di Gedung Parkir, Lantai 3, Zona Timur, mengalami kerusakan berat, dengan kemungkinan penyebab utama adalah faktor lingkungan|AC Split|Gedung Parkir|Lantai 3|Zona Timur|Mechanical|Berat|Faktor lingkungan|Mati mendadak|9418000
Ac split di lantai 3 zona timur gedung parkir samsung tiba2 mati, tolong bantu|Kerusakan AC Split merek Samsung di Gedung Parkir, Lantai 3, Zona Timur, telah diidentifikasi, dengan kerusakan berat dan kemungkinan disebabkan oleh faktor lingkungan, perlu perbaikan segera|AC Split|Gedung Parkir|Lantai 3|Zona Timur|Mechanical|Berat|Faktor lingkungan|Mati mendadak|9418000
Pompa Sampit di lantai 3 gedung servis zona selatan bermasalah, aliran airnya lemah banget|Pompa Sampit di Gedung Servis, Lantai 3, Zona Selatan mengalami gangguan, dengan gejala aliran lemah|Pompa Sampit|Gedung Servis|Lantai 3|Zona Selatan|Mechanical|Ringan|Tegangan tidak stabil|Aliran lemah|75000
Pompa di gedung servis lantai 3 zona selatan rusak, gak bisa narik air dengan baik, katanya pompa sampit|Laporan kerusakan Pompa Sampit di Gedung Servis, Lantai 3, Zona Selatan, dengan kondisi aliran lemah dan tidak stabil|Pompa Sampit|Gedung Servis|Lantai 3|Zona Selatan|Mechanical|Ringan|Tegangan tidak stabil|Aliran lemah|75000
Pompa sampit di lantai 3 gedung servis zona selatan gak jalan, katanya karena tegangan listriknya gak stabil, jadi aliran airnya jadi lemah|Pompa Sampit di Gedung Servis, Lantai 3, Zona Selatan mengalami kerusakan, dengan penyebab utama tegangan listrik yang tidak stabil|Pompa Sampit|Gedung Servis|Lantai 3|Zona Selatan|Mechanical|Ringan|Tegangan tidak stabil|Aliran lemah|75000
Gedung C lantai 6 zona utara exhaust fannya rusak banget|Exhaust Fan KDK di Gedung C, Lantai 6, Zona Utara mengalami korsleting akibat human error, perlu perbaikan segera|Exhaust Fan|Gedung C|Lantai 6|Zona Utara|Ventilasi Sistem|Sedang|Human error|Korsleting|927000
Exhaust fan di gedung C lantai 6 zona utara korslet|Laporan kerusakan Exhaust Fan KDK di Gedung C, Lantai 6, Zona Utara, jenis kerusakan korsleting, disebabkan oleh human error|Exhaust Fan|Gedung C|Lantai 6|Zona Utara|Ventilasi Sistem|Sedang|Human error|Korsleting|927000
Exhaust fan KDK di lantai 6 gedung C zona utara tiba2 mati|Exhaust Fan KDK di Gedung C, Lantai 6, Zona Utara mengalami kerusakan korsleting, perlu penanganan segera dengan biaya perbaikan yang telah ditentukan|Exhaust Fan|Gedung C|Lantai 6|Zona Utara|Ventilasi Sistem|Sedang|Human error|Korsleting|927000
AC Split di Gedung Utama lantai 9 zona barat tiba2 mati lampunya|Laporan perbaikan AC Split Samsung di Gedung Utama lantai 9 zona barat dengan kerusakan lampu mati|AC Split|Gedung Utama|Lantai 9|Zona Barat|Mechanical|Ringan|Human error|Lampu mati|297000
AC Split Samsung di lantai 9 zona barat Gedung Utama nggak nyala lampunya, tolong bantu|Pemeriksaan dan perbaikan AC Split Samsung di Gedung Utama lantai 9 zona barat menunjukkan kerusakan pada lampu yang mati|AC Split|Gedung Utama|Lantai 9|Zona Barat|Mechanical|Ringan|Human error|Lampu mati|297000
Lampu AC Split di zona barat lantai 9 Gedung Utama tiba2 mati, apa yang harus saya lakukan?|Inspeksi dan perbaikan AC Split Samsung di Gedung Utama lantai 9 zona barat menemukan bahwa kerusakan disebabkan oleh human error yang menyebabkan lampu mati|AC Split|Gedung Utama|Lantai 9|Zona Barat|Mechanical|Ringan|Human error|Lampu mati|297000
Wastafel di lantai 3 zona tengah gedung servis bocor parah bro|Laporan kerusakan wastafel merek Toto di Gedung Servis, Lantai 3, Zona Tengah, dikarenakan overload sehingga menyebabkan aliran lemah|Wastafel|Gedung Servis|Lantai 3|Zona Tengah|Plumbing|Sedang|Overload|Aliran lemah|1885000
Wastafel di gedung servis lantai 3 zona tengah nggak keluar air deh|Kerusakan wastafel Toto di Gedung Servis, Lantai 3, Zona Tengah, disebabkan oleh overload yang menyebabkan aliran air menjadi lemah|Wastafel|Gedung Servis|Lantai 3|Zona Tengah|Plumbing|Sedang|Overload|Aliran lemah|1885000
Wastafel di zona tengah lantai 3 gedung servis bermasalah, airnya kecil banget|Laporan perbaikan wastafel merek Toto di Gedung Servis, Lantai 3, Zona Tengah, karena overload yang menyebabkan aliran air lemah|Wastafel|Gedung Servis|Lantai 3|Zona Tengah|Plumbing|Sedang|Overload|Aliran lemah|1885000
Kursi di Gedung Servis lantai 2 Zona Selatan rusak parah banget|Kerusakan pada Kursi di Gedung Servis lantai 2 Zona Selatan dikarenakan aus normal, menyebabkan tampilan rusak|Kursi|Gedung Servis|Lantai 2|Zona Selatan|Arsitektur|Sedang|Aus normal|Tampilan rusak|1032000
Kursi di lantai 2 Zona Selatan Gedung Servis ada yang rusak, tolong diperbaiki|Laporan kerusakan Kursi di Gedung Servis lantai 2 Zona Selatan, kondisi rusak karena aus normal|Kursi|Gedung Servis|Lantai 2|Zona Selatan|Arsitektur|Sedang|Aus normal|Tampilan rusak|1032000
Kursi di Gedung Servis Lantai 2 Zona Selatan rusak, permukaannya sudah tidak rapi lagi|Kerusakan pada permukaan Kursi di Gedung Servis lantai 2 Zona Selatan, disebabkan oleh aus normal, sehingga perlu perbaikan|Kursi|Gedung Servis|Lantai 2|Zona Selatan|Arsitektur|Sedang|Aus normal|Tampilan rusak|1032000
Pompa Transfer di Gedung Servis lantai 1 zona utara rusak banget|Pompa Transfer Shimizu di Gedung Servis, Lantai 1, Zona Utara mengalami korsleting dan memerlukan perbaikan segera|Pompa Transfer|Gedung Servis|Lantai 1|Zona Utara|Mechanical|Sedang|Usia pakai|Korsleting|1111000
Pompa Transfer Shimizu di lantai 1 zona utara gedung servis tiba2 mati|Pompa Transfer di Gedung Servis, Lantai 1, Zona Utara, merek Shimizu, mengalami kerusakan karena korsleting|Pompa Transfer|Gedung Servis|Lantai 1|Zona Utara|Mechanical|Sedang|Usia pakai|Korsleting|1111000
Pompa transfer di zona utara lantai 1 gedung servis korslet|Laporan kerusakan Pompa Transfer Shimizu di Gedung Servis, Lantai 1, Zona Utara, mengalami korsleting akibat usia pakai|Pompa Transfer|Gedung Servis|Lantai 1|Zona Utara|Mechanical|Sedang|Usia pakai|Korsleting|1111000
Genset Diesel di Gedung D lantai 11 zona selatan tiba-tiba mati|Laporan kerusakan Genset Diesel Cummins di Gedung D, Lantai 11, Zona Selatan, karena tegangan tidak stabil|Genset Diesel|Gedung Gedung D|Lantai 11|Zona Selatan|Mechanical|Berat|Tegangan tidak stabil|Tekanan tidak stabil|5144000
Genset Diesel di lantai 11 gedung D zona selatan tidak bunyi lagi|Kerusakan Genset Diesel merek Cummins di Gedung D, Lantai 11, Zona Selatan, disebabkan oleh tekanan yang tidak stabil|Genset Diesel|Gedung Gedung D|Lantai 11|Zona Selatan|Mechanical|Berat|Tegangan tidak stabil|Tekanan tidak stabil|5144000
Genset di zona selatan lantai 11 gedung D tiba2 mati totaal|Laporan teknisi untuk Genset Diesel Cummins di Gedung D, Lantai 11, Zona Selatan, dengan kerusakan tekanan tidak stabil akibat tegangan yang tidak stabil|Genset Diesel|Gedung Gedung D|Lantai 11|Zona Selatan|Mechanical|Berat|Tegangan tidak stabil|Tekanan tidak stabil|5144000
Lampu Hias di Gedung Servis Lantai 1 Zona Selatan tiba2 nggak nyala sama sekali|Laporan perbaikan Lampu Hias di Gedung Servis Lantai 1 Zona Selatan mengalami kerusakan total|Lampu Hias|Gedung Servis|Lantai 1|Zona Selatan|Electrical|Sedang|Kualitas material|Tidak berfungsi total|1081000
Lampu Hias di zona selatan lantai 1 gedung servis rusak total, gak bisa dipake|Pemeriksaan menunjukkan bahwa Lampu Hias di Gedung Servis Lantai 1 Zona Selatan mengalami kerusakan akibat kualitas material yang buruk|Lampu Hias|Gedung Servis|Lantai 1|Zona Selatan|Electrical|Sedang|Kualitas material|Tidak berfungsi total|1081000
Lampu hias di gedung servis lantai 1 zona selatan mati total, tolong bantu perbaiki|Laporan teknisi menunjukkan bahwa Lampu Hias di Gedung Servis Lantai 1 Zona Selatan mengalami kerusakan total dan memerlukan perbaikan segera|Lampu Hias|Gedung Servis|Lantai 1|Zona Selatan|Electrical|Sedang|Kualitas material|Tidak berfungsi total|1081000
Kloset nyangkut terus di gedung A lantai 8 zona tengah|Laporan kerusakan kloset di Gedung A, Lantai 8, Zona Tengah, penyebab kebocoran karena kurang perawatan|Kloset|Gedung A|Lantai 8|Zona Tengah|Plumbing|Sedang|Kurang perawatan|Kebocoran|1073000
Kloset bocor parah di lantai 8 gedung A zona tengah, gak tau apa penyebabnya|Kerusakan kloset di Gedung A, Lantai 8, Zona Tengah, jenis kebocoran, perlu perbaikan segera|Kloset|Gedung A|Lantai 8|Zona Tengah|Plumbing|Sedang|Kurang perawatan|Kebocoran|1073000
Kloset di gedung A lantai 8 zona tengah nggak bisa dipakai, kebocoran air|Laporan teknisi, kloset di Gedung A, Lantai 8, Zona Tengah, mengalami kebocoran, perlu penanganan segera|Kloset|Gedung A|Lantai 8|Zona Tengah|Plumbing|Sedang|Kurang perawatan|Kebocoran|1073000
Kamera CCTV di Gedung D Lantai 6 Zona Barat rusak, gak bisa rekam|Laporan perbaikan Kamera CCTV Dahua di Gedung D Lantai 6 Zona Barat karena kerusakan pada bagian optik|Kamera CCTV|Gedung D|Lantai 6|Zona Barat|Security Sistem|Sedang|Faktor lingkungan|Macet/tersumbat|567000
Kamera CCTV Dahua di lantai 6 zona barat gak jalan, tolong bantu|Laporan kerusakan Kamera CCTV di Gedung D Lantai 6 Zona Barat, kemungkinan disebabkan oleh faktor lingkungan|Kamera CCTV|Gedung D|Lantai 6|Zona Barat|Security Sistem|Sedang|Faktor lingkungan|Macet/tersumbat|567000
CCTV di Gedung D lantai 6 zona barat dahua kaga nyala, ada apa nih?|Laporan perawatan Kamera CCTV Dahua di Gedung D Lantai 6 Zona Barat, ditemukan kerusakan pada komponen optik yang disebabkan oleh faktor lingkungan|Kamera CCTV|Gedung D|Lantai 6|Zona Barat|Security Sistem|Sedang|Faktor lingkungan|Macet/tersumbat|567000
Monitor CCTV di Gedung D lantai 12 zona utara nggak nyala bro|Monitor CCTV di Gedung D, Lantai 12, Zona Utara mengalami kerusakan, tidak dapat menampilkan gambar|Monitor CCTV|Gedung D|Lantai 12|Zona Utara|Security Sistem|Ringan|Aus normal|Macet/tersumbat|105000
Monitor CCTV di zona utara lantai 12 gedung D rusak, gak bisa lihat apa2|Laporan teknisi: Monitor CCTV di Gedung D, Lantai 12, Zona Utara mengalami kerusakan, kemungkinan disebabkan oleh aus normal|Monitor CCTV|Gedung D|Lantai 12|Zona Utara|Security Sistem|Ringan|Aus normal|Macet/tersumbat|105000
CCTV di lantai 12 gedung D zona utara gak jalan, tolong bantu|Monitor CCTV di Gedung D, Lantai 12, Zona Utara mengalami kerusakan, jenis kerusakan macet/tersumbat, perlu dilakukan perbaikan segera|Monitor CCTV|Gedung D|Lantai 12|Zona Utara|Security Sistem|Ringan|Aus normal|Macet/tersumbat|105000
Pompa Boster di Gedung Utama lantai 3 zona barat rusak parah banget|Pompa Boster Grundfos di Gedung Utama, Lantai 3, Zona Barat mengalami kerusakan koneksi terputus akibat human error|Pompa Boster|Gedung Utama|Lantai 3|Zona Barat|Mechanical|Berat|Human error|Koneksi terputus|3303000
Pompa Boster di lantai 3 gedung utama zona barat mati total|Inspeksi menunjukkan bahwa Pompa Boster Grundfos di Gedung Utama, Lantai 3, Zona Barat mengalami kerusakan koneksi terputus yang disebabkan oleh human error|Pompa Boster|Gedung Utama|Lantai 3|Zona Barat|Mechanical|Berat|Human error|Koneksi terputus|3303000
Pompa Boster zona barat lantai 3 gedung utama rusak berat|Laporan teknisi menunjukkan bahwa Pompa Boster Grundfos di Gedung Utama, Lantai 3, Zona Barat mengalami kerusakan koneksi terputus akibat kesalahan manusia|Pompa Boster|Gedung Utama|Lantai 3|Zona Barat|Mechanical|Berat|Human error|Koneksi terputus|3303000
Pompa Air Tanah di Gedung Servis lantai 1 zona tengah tiba-tiba mati|Pompa Air Tanah Shimizu di Gedung Servis, Lantai 1, Zona Tengah mengalami kerusakan berat akibat overload|Pompa Air Tanah|Gedung Servis|Lantai 1|Zona Tengah|Mechanical|Berat|Overload|Aus/abrasi|7241000
Pompa air tanah di lantai 1 gedung servis zona tengah rusak parah, gak bisa nyedot air lagi|Pompa Air Tanah Shimizu di Gedung Servis, Lantai 1, Zona Tengah mengalami kerusakan parah dan tidak dapat beroperasi|Pompa Air Tanah|Gedung Servis|Lantai 1|Zona Tengah|Mechanical|Berat|Overload|Aus/abrasi|7241000
Pompa air tanah shimizu di gedung servis lantai 1 zona tengah tiba2 mati, kemungkinan karena overload|Laporan teknis: Pompa Air Tanah Shimizu di Gedung Servis, Lantai 1, Zona Tengah mengalami kerusakan karena overload dan aus|Pompa Air Tanah|Gedung Servis|Lantai 1|Zona Tengah|Mechanical|Berat|Overload|Aus/abrasi|7241000
Kabel listrik di Gedung E lantai 5 zona tengah putus dan tidak bisa diperbaiki sendiri|Sistem instalasi kabel di Gedung E lantai 5 zona tengah mengalami kerusakan pada tampilan, kemungkinan disebabkan oleh human error|Wiring System|Gedung E|Lantai 5|Zona Tengah|Electrical|Sedang|Human error|Tampilan rusak|488000
Kabel di zona tengah lantai 5 Gedung E rusak parah, tolong bantu perbaiki secepatnya|Kerusakan pada sistem instalasi kabel di Gedung E lantai 5 zona tengah, jenis kerusakan tampilan rusak, perlu penanganan segera|Wiring System|Gedung E|Lantai 5|Zona Tengah|Electrical|Sedang|Human error|Tampilan rusak|488000
Gedung E lantai 5 zona tengah kabel listriknya rusak berat, mohon dibantu perbaiki agar tidak terjadi kecelakaan|Laporan kerusakan sistem instalasi kabel di Gedung E lantai 5 zona tengah, dengan severity sedang dan root cause human error, jenis kerusakan tampilan rusak|Wiring System|Gedung E|Lantai 5|Zona Tengah|Electrical|Sedang|Human error|Tampilan rusak|488000
Gedung E lantai 5 zona utara ada masalah listrik|Laporan kerusakan pada SDP di Gedung E, Lantai 5, Zona Utara, jenis kerusakan sensor error|SDP|Gedung E|Lantai 5|Zona Utara|Electrical|Ringan|Usia pakai|Sensor error|443000
SDP di gedung E lantai 5 zona utara bermasalah, listrik sering mati|Kerusakan pada SDP di Gedung E, Lantai 5, Zona Utara, disebabkan oleh usia pakai, sehingga menyebabkan sensor error|SDP|Gedung E|Lantai 5|Zona Utara|Electrical|Ringan|Usia pakai|Sensor error|443000
Gedung E lantai 5 zona utara listrik tidak stabil, tolong bantu, ini SDP|Laporan teknisi untuk perbaikan SDP di Gedung E, Lantai 5, Zona Utara, dengan jenis kerusakan sensor error dan biaya perbaikan sebesar 443000|SDP|Gedung E|Lantai 5|Zona Utara|Electrical|Ringan|Usia pakai|Sensor error|443000
PABX di gedung utama lantai 18 zona selatan tiba2 nggak bisa dipake|Pemeriksaan menunjukkan bahwa PABX di Gedung Utama, Lantai 18, Zona Selatan mengalami kerusakan koneksi|PABX|Gedung Utama|18|Selatan|Sistem Telekomunikasi Gedung|Sedang|Debu/kotoran|Koneksi terputus|452000
PABX di lantai 18 gedung utama zona selatan tiba2 mati|Laporan teknisi menunjukkan bahwa PABX di Gedung Utama, Lantai 18, Zona Selatan mengalami kerusakan karena debu dan kotoran|PABX|Gedung Utama|18|Selatan|Sistem Telekomunikasi Gedung|Sedang|Debu/kotoran|Koneksi terputus|452000
PABX di gedung utama lantai 18 nggak bisa terhubung|Pemeriksaan PABX di Gedung Utama, Lantai 18, Zona Selatan menunjukkan bahwa kerusakan disebabkan oleh debu dan kotoran yang menyebabkan koneksi terputus|PABX|Gedung Utama|18|Selatan|Sistem Telekomunikasi Gedung|Sedang|Debu/kotoran|Koneksi terputus|452000
Plafon di Gedung D lantai 2 zona utara rusak parah banget|Laporan kerusakan plafon di Gedung D lantai 2 zona utara karena aus/abrasi yang disebabkan oleh usia pakai|Plafon|Gedung Gedung D|Lantai 2|Zona Utara|Arsitektur|Berat|Usia pakai|Aus/abrasi|8737000
Plafon di lantai 2 Gedung D zona utara hampir roboh|Pemeriksaan menunjukkan bahwa plafon di Gedung D lantai 2 zona utara mengalami kerusakan berat karena usia pakai yang menyebabkan aus/abrasi|Plafon|Gedung Gedung D|Lantai 2|Zona Utara|Arsitektur|Berat|Usia pakai|Aus/abrasi|8737000
Gedung D lantai 2 zona utara plafonnya udah gak karuan lagi|Kerusakan plafon di Gedung D lantai 2 zona utara disebabkan oleh usia pakai yang menyebabkan aus/abrasi, perlu perbaikan segera|Plafon|Gedung Gedung D|Lantai 2|Zona Utara|Arsitektur|Berat|Usia pakai|Aus/abrasi|8737000
FCU di lantai 2 zona utara gedung A rusak parah|Laporan kerusakan FCU di Gedung A, Lantai 2, Zona Utara, FCU mengalami kerusakan berat|FCU|Gedung A|Lantai 2|Zona Utara|Mechanical|Ringan|Korosi|Berkarat/korosi|440000
FCU di gedung A lantai 2 nggak bisa dipake lagi|Laporan perbaikan FCU di Gedung A, Lantai 2, Zona Utara, FCU mengalami kerusakan yang memerlukan perbaikan segera|FCU|Gedung A|Lantai 2|Zona Utara|Mechanical|Ringan|Korosi|Berkarat/korosi|440000
Ada masalah dengan FCU di zona utara lantai 2 gedung A, udah berkarat|Laporan inspeksi FCU di Gedung A, Lantai 2, Zona Utara, FCU menunjukkan tanda-tanda kerusakan akibat korosi|FCU|Gedung A|Lantai 2|Zona Utara|Mechanical|Ringan|Korosi|Berkarat/korosi|440000
AC Cassette di gedung C lantai 5 zona timur rusak parah|Laporan kerusakan AC Cassette merek LG di Gedung C, Lantai 5, Zona Timur dengan gejala koneksi terputus|AC Cassette|Gedung C|Lantai 5|Zona Timur|Mechanical|Berat|Getaran|Koneksi terputus|5719000
AC Cassette di gedung C lantai 5 zona timur nggak bunyi sama sekali|Kerusakan AC Cassette LG di Gedung C, Lantai 5, Zona Timur disebabkan oleh getaran yang menyebabkan koneksi terputus|AC Cassette|Gedung C|Lantai 5|Zona Timur|Mechanical|Berat|Getaran|Koneksi terputus|5719000
AC Cassette di lantai 5 gedung C zona timur tiba2 mati|Laporan perbaikan AC Cassette merek LG di Gedung C, Lantai 5, Zona Timur dengan kerusakan koneksi terputus akibat getaran dan memerlukan biaya perbaikan sebesar Rp 5.719.000|AC Cassette|Gedung C|Lantai 5|Zona Timur|Mechanical|Berat|Getaran|Koneksi terputus|5719000
Lampu plafon di gedung E lantai 1 zona utara mati|Laporan kerusakan lampu plafon di Gedung E Lantai 1 Zona Utara, kondisi lampu tidak menyala|Plafon|Gedung E|Lantai 1|Zona Utara|Arsitektur|Sedang|Kelembaban tinggi|Lampu mati|1240000
Lampu di plafon gedung E lantai 1 zona utara tiba2 mati bro|Laporan kerusakan lampu plafon di Gedung E Lantai 1 Zona Utara, kemungkinan disebabkan kelembaban yang tinggi|Plafon|Gedung E|Lantai 1|Zona Utara|Arsitektur|Sedang|Kelembaban tinggi|Lampu mati|1240000
Plafon di gedung E lantai 1 zona utara gak nyala lagi|Laporan kerusakan plafon di Gedung E Lantai 1 Zona Utara, ditemukan bahwa lampu plafon mengalami kerusakan akibat kelembaban yang tinggi|Plafon|Gedung E|Lantai 1|Zona Utara|Arsitektur|Sedang|Kelembaban tinggi|Lampu mati|1240000
AC Cassette di Gedung B lantai 8 zona timur rusak gak nyala|Laporan perbaikan AC Cassette Mitsubishi di Gedung B lantai 8 zona timur dengan kerusakan lampu mati|AC Cassette|Mitsubishi|Gedung B|Lantai 8|Zona Timur|Mechanical|Ringan|Aus normal|Lampu mati|62000
AC Cassette di lantai 8 Gedung B zona timur gak bisa nyala lagi|Pemeriksaan AC Cassette Mitsubishi di Gedung B lantai 8 zona timur menunjukkan kerusakan pada lampu yang tidak menyala|AC Cassette|Mitsubishi|Gedung B|Lantai 8|Zona Timur|Mechanical|Ringan|Aus normal|Lampu mati|62000
AC di zona timur lantai 8 gedung B tiba2 mati|Perbaikan AC Cassette Mitsubishi di Gedung B lantai 8 zona timur dengan mengganti lampu yang rusak|AC Cassette|Mitsubishi|Gedung B|Lantai 8|Zona Timur|Mechanical|Ringan|Aus normal|Lampu mati|62000
AC split di gedung D lantai 4 zona tengah rusak parah|Laporan kerusakan AC Split Daikin di Gedung D Lantai 4 Zona Tengah, kondisi overload menyebabkan retak/pecah|AC Split|Gedung D|Lantai 4|Zona Tengah|Mechanical|Ringan|Overload|Retak/pecah|390000
AC di zona tengah lantai 4 gedung D tiba2 nggak nyala|Pemeriksaan menunjukkan bahwa AC Split Daikin di Gedung D Lantai 4 Zona Tengah mengalami kerusakan retak/pecah akibat overload|AC Split|Gedung D|Lantai 4|Zona Tengah|Mechanical|Ringan|Overload|Retak/pecah|390000
AC split di lantai 4 gedung D zona tengah bocor dan nggak dingin|Kerusakan AC Split Daikin di Gedung D Lantai 4 Zona Tengah disebabkan oleh overload, mengakibatkan kerusakan retak/pecah yang perlu segera diperbaiki|AC Split|Gedung D|Lantai 4|Zona Tengah|Mechanical|Ringan|Overload|Retak/pecah|390000
Kamera cctv di gedung D lantai 6 zona selatan tiba tiba gak bisa diakses dari jauh|Laporan kerusakan Kamera CCTV Axis di Gedung D Lantai 6 Zona Selatan, remote tidak berfungsi|Kamera CCTV|Gedung D|Lantai 6|Zona Selatan|Security Sistem|Ringan|Getaran|Remote tidak berfungsi|71000
Kamera cctv axis di gedung d lantai 6 zona selatan error terus|Laporan kerusakan Kamera CCTV Axis di Gedung D Lantai 6 Zona Selatan, dikarenakan getaran yang menyebabkan remote tidak berfungsi|Kamera CCTV|Gedung D|Lantai 6|Zona Selatan|Security Sistem|Ringan|Getaran|Remote tidak berfungsi|71000
Gak bisa akses kamera cctv gedung d lantai 6 zona selatan, tolong perbaiki|Laporan perbaikan Kamera CCTV Axis di Gedung D Lantai 6 Zona Selatan, dengan biaya perbaikan sebesar 71000 karena remote tidak berfungsi|Kamera CCTV|Gedung D|Lantai 6|Zona Selatan|Security Sistem|Ringan|Getaran|Remote tidak berfungsi|71000
APAR di gedung A lantai 9 zona selatan nggak bisa dipake lagi|APAR Dry Powder Stored Pressure di Gedung A, Lantai 9, Zona Selatan mengalami kerusakan dan tidak dapat digunakan|APAR Dry Powder Stored Pressure|Gedung A|Lantai 9|Zona Selatan|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|138000
APAR di lantai 9 gedung A zona selatan korslet|APAR Dry Powder Stored Pressure yang terletak di Gedung A, Lantai 9, Zona Selatan mengalami korsleting dan perlu perbaikan|APAR Dry Powder Stored Pressure|Gedung A|Lantai 9|Zona Selatan|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|138000
Gedung A lantai 9 zona selatan APAR import rusak|APAR Dry Powder Stored Pressure merk Import yang terletak di Gedung A, Lantai 9, Zona Selatan mengalami kerusakan akibat kualitas material yang tidak memadai|APAR Dry Powder Stored Pressure|Gedung A|Lantai 9|Zona Selatan|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|138000
plafon gypsum lantai 2 zona tengah gedung servis rusak parah gak bisa di remote|Plafon Gypsum/GRC di Gedung Servis, Lantai 2, Zona Tengah mengalami kerusakan remote tidak berfungsi|Plafon Gypsum / GRC|Gedung Gedung Servis|Lantai 2|Zona Tengah|Arsitektur|Berat|Aus normal|Remote tidak berfungsi|8980000
plafon grc lantai 2 zona tengah gedung servis gak bisa nyalain|Plafon GRC di Gedung Servis, Lantai 2, Zona Tengah mengalami gangguan sistem remote|Plafon Gypsum / GRC|Gedung Gedung Servis|Lantai 2|Zona Tengah|Arsitektur|Berat|Aus normal|Remote tidak berfungsi|8980000
plafon gypsum zona tengah lantai 2 gedung servis remote gak jalan bro|Plafon Gypsum di Gedung Servis, Lantai 2, Zona Tengah mengalami kerusakan pada sistem remote yang tidak berfungsi|Plafon Gypsum / GRC|Gedung Gedung Servis|Lantai 2|Zona Tengah|Arsitektur|Berat|Aus normal|Remote tidak berfungsi|8980000
Saya mendengar suara aneh dari APAR Dry Powder Cartridge di Gedung Servis lantai 2 zona utara|Ditemukan bunyi abnormal pada APAR Dry Powder Cartridge di Gedung Servis lantai 2 zona utara|APAR Dry Powder Cartridge|Gedung Servis|Lantai 2|Zona Utara|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|113000
APAR di gedung servis lantai 2 zona utara bunyi aneh banget|APAR Dry Powder Cartridge di Gedung Servis lantai 2 zona utara mengalami kerusakan yang menyebabkan bunyi abnormal|APAR Dry Powder Cartridge|Gedung Servis|Lantai 2|Zona Utara|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|113000
Saya baru saja mendengar suara yang tidak biasa dari APAR Dry Powder Cartridge yang terletak di Gedung Servis lantai 2 zona utara, apa yang harus saya lakukan?|Pemeriksaan awal menunjukkan bahwa APAR Dry Powder Cartridge di Gedung Servis lantai 2 zona utara mengalami kerusakan akibat tegangan tidak stabil|APAR Dry Powder Cartridge|Gedung Servis|Lantai 2|Zona Utara|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|113000
Pintu Biasa Berdaun Tunggal di Gedung C lantai 1 zona timur nggak bisa buka tutup dengan normal, kayaknya getarannya terlalu keras|Pintu Biasa Berdaun Tunggal di Gedung C lantai 1 zona timur mengalami kerusakan akibat getaran yang menyebabkan aliran lemah, perlu perbaikan segera|Pintu Biasa Berdaun Tunggal|Gedung C|Lantai 1|Zona Timur|Arsitektur|Ringan|Getaran|Aliran lemah|339000
