teks_keluhan_awam|teks_laporan_teknisi|tipe_aset|lokasi_gedung|lokasi_lantai|lokasi_zona|kategori_aset|severity|root_cause|jenis_kerusakan|biaya_perbaikan
Pemipaan air kotor mati total di gedung A lantai 15 zona timur|Pemipaan air kotor rusak|Pemipaan Air Kotor|Gedung A|15|Timur|Plumbing|Ringan|Getaran|Tidak berfungsi total|318000
Pemipaan air kotor di gedung A lantai 15 zona timur mengalami kerusakan karena getaran, sehingga tidak berfungsi total dan menimbulkan suara berisik|Pemipaan air kotor rusak karena getaran|Pemipaan Air Kotor|Gedung A|15|Timur|Plumbing|Ringan|Getaran|Tidak berfungsi total|318000
Hydrant Box di Gedung B Lantai 5 Zona Tengah mengalami korsleting yang disebabkan oleh human error, sehingga perlu diperbaiki dengan biaya sebesar Rp 1168000|Perlu penanganan segera|Hydrant Box|Gedung B|Lantai 5|Zona Tengah|Sistem Pemadam Kebakaran|Sedang|Human error|Korsleting|1168000
Gedung A lantai 11 zona Utara Exhaust Fan-nya mati total bgt, gk tau dmn salahnya, tolong dong bantu perbaiki ya|Exhaust Fan KDK mengalami kerusakan berat akibat aus normal, perlu dilakukan penggantian komponen untuk mengembalikan fungsinya|R|KDK|Gedung A|11|Utara|Ventilasi Sistem|Berat|Aus normal|Tidak berfungsi total|1420000
Lapor, Exhaust Fan lt 11 Utara mati|Exhaust Fan KDK mengalami kerusakan berat akibat aus normal, perlu dilakukan penggantian komponen untuk mengembalikan fungsinya|Exhaust Fan|Gedung A|11|Utara|Ventilasi Sistem|Berat|Aus normal|Tidak berfungsi total|1420000
Saya ingin melaporkan bahwa Exhaust Fan di Gedung A lantai 11 zona Utara tidak berfungsi sama sekali, mohon bantu perbaiki secepatnya|Exhaust Fan KDK mengalami kerusakan berat akibat aus normal, perlu dilakukan penggantian komponen untuk mengembalikan fungsinya, biaya perbaikan sebesar Rp 1420000|Exhaust Fan|Gedung A|11|Utara|Ventilasi Sistem|Berat|Aus normal|Tidak berfungsi total|1420000
Tolong dong Kursi di Gedung Gedung B lantai 4 zona Utara rusak nih, bgt kotor dan berdebu, gk bisa dipake lagi|Perbaikan dilakukan dengan mengganti komponen yang rusak dan menstabilkan tegangan, sehingga getaran berlebihan dapat diatasi|Kursi|Gedung B|4|Utara|Arsitektur|Ringan|Tegangan tidak stabil|Getaran berlebihan|160000
Lapor, Kursi rusak di Gedung B lantai 4 Utara|Perbaikan berhasil dilakukan dengan mengatasi tegangan tidak stabil, biaya perbaikan sebesar Rp 160000|Kursi|Gedung B|4|Utara|Arsitektur|Ringan|Tegangan tidak stabil|Getaran berlebihan|160000
Mohon perhatian, Kursi di Gedung Gedung B lantai 4 zona Utara mengalami kerusakan, yaitu getaran berlebihan, sehingga perlu dilakukan perbaikan segera|Perbaikan telah dilaksanakan dengan mengganti komponen yang rusak dan menstabilkan tegangan, biaya perbaikan adalah Rp 160000|Kursi|Gedung B|4|Utara|Arsitektur|Ringan|Tegangan tidak stabil|Getaran berlebihan|160000
Tolong dong APAR CO2 di Gedung Gedung Utama lantai 10 zona Tengah rusak nih, gk nyala sama sekali bgt!|APAR CO2 mengalami aus normal, perlu dilakukan perbaikan dan penggantian komponen yang rusak|APAR CO2|Gedung Utama|10|Tengah|Sistem Pemadam Kebakaran|Berat|Aus normal|Aus/abrasi|2770000
Lapor. APAR CO2 lt 10 Tengah mati.|APAR CO2 mengalami kerusakan berat, perlu dilakukan perbaikan segera|APAR CO2|Gedung Utama|10|Tengah|Sistem Pemadam Kebakaran|Berat|Aus normal|Aus/abrasi|2770000
Mohon bantuan untuk memperbaiki APAR CO2 di Gedung Gedung Utama lantai 10 zona Tengah, karena sudah tidak nyala sama sekali.|APAR CO2 mengalami aus normal, perlu dilakukan perbaikan dan penggantian komponen yang rusak dengan biaya perbaikan sebesar Rp 2770000|APAR CO2|Gedung Utama|10|Tengah|Sistem Pemadam Kebakaran|Berat|Aus normal|Aus/abrasi|2770000
Tolong dong Urinal di Gedung Gedung E lantai 6 zona Barat rusak nih, netes air terus, gk tau dmn letak kerusakannya, bgt repot!|Kerusakan disebabkan kurang perawatan, perlu dilakukan perbaikan dan pembersihan secara menyeluruh|Urinal|Gedung E|6|Barat|Plumbing|Sedang|Kurang perawatan|Kebocoran|1930000
Lapor, Urinal Gedung E lantai 6 zona Barat bermasalah|Kerusakan disebabkan kurang perawatan, dilakukan perbaikan dan penggantian komponen yang rusak|Urinal|Gedung E|6|Barat|Plumbing|Sedang|Kurang perawatan|Kebocoran|1930000
Mohon perhatian, Urinal yang terletak di Gedung Gedung E, lantai 6, zona Barat mengalami kerusakan, yaitu netes air, mohon dilakukan perbaikan secepatnya|Kerusakan disebabkan kurang perawatan, perlu dilakukan perbaikan dan pembersihan, biaya perbaikan sebesar Rp 1930000|Urinal|Gedung E|6|Barat|Plumbing|Sedang|Kurang perawatan|Kebocoran|1930000
Tolong dong APAR Dry Powder Stored Pressure di Gedung Gedung B lantai 10 zona Barat rusak nih, gk tau dmn salahnya, tapi yg jelas bunyi pelan bgt|Kualitas material yang rendah menyebabkan korsleting, perlu dilakukan penggantian komponen untuk memperbaiki APAR Dry Powder Stored Pressure|APAR Dry Powder Stored Pressure|Gedung B|10|Barat|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|420000
Lapor, APAR Dry Powder Stored Pressure di lt 10 Barat rusak|Kualitas material yang buruk menyebabkan kerusakan, perlu dilakukan perbaikan segera|APAR Dry Powder Stored Pressure|Gedung B|10|Barat|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|420000
Mohon perhatian, APAR Dry Powder Stored Pressure di Gedung Gedung B lantai 10 zona Barat mengalami kerusakan ringan, bunyi pelan dan kotor, mohon dilakukan perbaikan secepatnya|Kualitas material yang tidak memadai menyebabkan korsleting, perlu dilakukan penggantian komponen dan pembersihan untuk memperbaiki APAR Dry Powder Stored Pressure|APAR Dry Powder Stored Pressure|Gedung B|10|Barat|Sistem Pemadam Kebakaran|Ringan|Kualitas material|Korsleting|420000
Tolong dong Electric Fire Pump di Gedung Gedung E lantai 1 zona Tengah rusak nih, bunyi abnormal bgt, gk tau dmn letak masalahnya, tolong bantu yg|Laporan teknisi: Electric Fire Pump di Gedung Gedung E lantai 1 zona Tengah mengalami gangguan karena Tegangan tidak stabil, tindakan perbaikan: pengecekan dan penggantian komponen yang rusak, biaya perbaikan Rp 200000|Electric Fire Pump|Gedung E|1|Tengah|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|200000
Lapor, Electric Fire Pump lt 1 Tengah rusak|Laporan teknisi: Electric Fire Pump di Gedung Gedung E lantai 1 zona Tengah mengalami gangguan karena Tegangan tidak stabil, tindakan perbaikan: pengecekan dan penggantian komponen yang rusak|Electric Fire Pump|Gedung E|1|Tengah|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|200000
Mohon bantuan untuk Electric Fire Pump di Gedung Gedung E lantai 1 zona Tengah yang mengalami bunyi abnormal, saya khawatir akan mengganggu operasional|Laporan teknisi: Electric Fire Pump di Gedung Gedung E lantai 1 zona Tengah mengalami gangguan karena Tegangan tidak stabil, tindakan perbaikan: pengecekan dan penggantian komponen yang rusak, biaya perbaikan Rp 200000|Electric Fire Pump|Gedung E|1|Tengah|Sistem Pemadam Kebakaran|Ringan|Tegangan tidak stabil|Bunyi abnormal|200000
Tolong dong Dinding Keramik/Mozaik di Gedung Gedung D lantai 5 zona Tengah rusak nih, gk tahu penyebabnya, tp yg jelas bunyi pelan banget!|Laporan teknisi: dinding keramik/mozaik mengalami korosi, dilakukan perbaikan dengan mengganti komponen yang rusak, biaya perbaikan Rp 200000|Dinding Keramik/Mozaik|Gedung D|5|Tengah|Civil|Ringan|Korosi|Korsleting|200000
Lapor, Dinding Keramik/Mozaik lt 5 Tengah rusak!|Laporan teknisi: korosi pada dinding keramik/mozaik, perbaikan dilakukan dengan mengganti komponen yang rusak|Dinding Keramik/Mozaik|Gedung D|5|Tengah|Civil|Ringan|Korosi|Korsleting|200000
Mohon bantu perbaiki Dinding Keramik/Mozaik di Gedung Gedung D lantai 5 zona Tengah, kondisinya kusam dan bunyi pelan, terima kasih|Laporan teknisi: dinding keramik/mozaik mengalami korosi, dilakukan perbaikan dengan mengganti komponen yang rusak|Dinding Keramik/Mozaik|Gedung D|5|Tengah|Civil|Ringan|Korosi|Korsleting|200000
Gak bisa pakai Smoke Detector di Gedung Gedung Servis lantai 2 zona Tengah, kedap-kedip bgt, tolong dong diperbaiki yg, dmn ada waktu?|Perbaikan dilakukan dengan mengganti komponen yang rusak akibat getaran, biaya perbaikan sebesar Rp 1690000|Smoke Detector|Gedung Servis|2|Tengah|Sistem Proteksi Kebakaran Aktif|Sedang|Getaran|Tampilan rusak|1690000
Lapor, Smoke Detector di lantai 2 Tengah rusak!|Perbaikan Smoke Detector dengan mengganti komponen yang rusak akibat getaran|Smoke Detector|Gedung Servis|2|Tengah|Sistem Proteksi Kebakaran Aktif|Sedang|Getaran|Tampilan rusak|1690000
Mohon bantuan untuk memperbaiki Smoke Detector di Gedung Gedung Servis lantai 2 zona Tengah, karena tampilannya rusak dan kedap-kedip, mohon diperiksa dan diperbaiki secepatnya|Perbaikan dilakukan dengan mengganti komponen yang rusak akibat getaran, biaya perbaikan akan dihitung setelah perbaikan selesai, perkiraan biaya perbaikan Rp 1690000|Smoke Detector|Gedung Servis|2|Tengah|Sistem Proteksi Kebakaran Aktif|Sedang|Getaran|Tampilan rusak|1690000
Tolong dong Siamese Connection di Gedung Gedung A lantai 15 zona Selatan rusak nih, gk tau dmn salahnya, bgt mogok, yg penting cepat diperbaiki!|Laporan teknisi: Siamese Connection mengalami kerusakan berat akibat aus normal, dilakukan perbaikan dengan mengganti komponen yang rusak, biaya perbaikan sebesar 3680000|Siamese Connection|Gedung A|15|Selatan|Sistem Pemadam Kebakaran|Berat|Aus normal|Retak/pecah|3680000
Lapor. Siamese Connection lt 15 Selatan mati total.|Laporan teknisi: Siamese Connection mengalami kerusakan berat, dilakukan perbaikan dengan mengganti komponen yang rusak, biaya perbaikan sebesar 3680000|Siamese Connection|Gedung A|15|Selatan|Sistem Pemadam Kebakaran|Berat|Aus normal|Retak/pecah|3680000
Mohon periksa Siamese Connection di Gedung Gedung A lantai 15 zona Selatan, karena telah mengalami kerusakan berat dan tidak dapat berfungsi dengan baik.|Laporan teknisi: Siamese Connection mengalami kerusakan berat akibat aus normal, dilakukan perbaikan dengan mengganti komponen yang rusak, untuk memulihkan fungsinya, biaya perbaikan sebesar 3680000|Siamese Connection|Gedung A|15|Selatan|Sistem Pemadam Kebakaran|Berat|Aus normal|Retak/pecah|3680000
Wastafel di Gedung Gedung Utama lantai 18 zona Barat bgt rusak nih, airnya bocor deras bgt, tolong dong cepat dicek yg, gk tau dmn letak kerusakannya!|Teknisi melakukan pengecekan dan perbaikan, ditemukan Aus normal pada koneksi, sehingga dilakukan penggantian koneksi|Wastafel|Gedung Utama|18|Barat|Plumbing|Fatal|Aus normal|Koneksi terputus|19680000
Lapor, Wastafel lt 18 Barat mati total!|Teknisi melakukan analisis kerusakan dan menemukan Aus normal, lalu melakukan perbaikan koneksi|Wastafel|Gedung Utama|18|Barat|Plumbing|Fatal|Aus normal|Koneksi terputus|19680000
Mohon perhatian, Wastafel di Gedung Gedung Utama lantai 18 zona Barat mengalami kerusakan parah, air bocor deras dan menyebabkan banjir, mohon segera dikirim teknisi untuk pengecekan dan perbaikan|Teknisi melakukan pengecekan menyeluruh dan menemukan Aus normal, melakukan perbaikan koneksi dan mengganti komponen yang rusak, biaya perbaikan sebesar Rp 19680000|Wastafel|Gedung Utama|18|Barat|Plumbing|Fatal|Aus normal|Koneksi terputus|19680000
Halo, Lampu LED Strip di Gedung Gedung Parkir lantai 4 zona Timur rusak nih, gk nyala bgt, tolong dong diperbaiki yg cepat, klo gk bisa diperbaiki bisa ganti yg baru, dmn saya harus menghubungi sih?|Lampu LED Strip mengalami Overheat karena Getaran, perlu dilakukan pembersihan dan pengecekan komponen, biaya perbaikan sebesar Rp 130000|Lampu LED Strip|Gedung Parkir|4|Timur|Electrical|Ringan|Getaran|Overheat|130000
Lapor, Lampu LED Strip di lantai 4 Timur gedung parkir rusak|Lampu LED Strip mengalami kerusakan karena Getaran, perlu dilakukan perbaikan dan penggantian komponen|Lampu LED Strip|Gedung Parkir|4|Timur|Electrical|Ringan|Getaran|Overheat|130000
Mohon perhatian, terdapat kerusakan pada Lampu LED Strip yang terletak di Gedung Gedung Parkir lantai 4 zona Timur, kondisinya tidak berfungsi dengan baik, mohon untuk segera diperbaiki|Lampu LED Strip mengalami Overheat karena Getaran, dilakukan pembersihan dan perbaikan, biaya perbaikan sebesar Rp 130000|Lampu LED Strip|Gedung Parkir|4|Timur|Electrical|Ringan|Getaran|Overheat|130000
Tolong dong Pintu Biasa Berdaun Tunggal di Gedung Gedung B lantai 9 zona Barat rusak bgt, nyetrum gk ya?|Pintu Biasa Berdaun Tunggal mengalami korsleting akibat kualitas material yang buruk, perlu dilakukan penggantian komponen|Pintu Biasa Berdaun Tunggal|Gedung B|9|Barat|Arsitektur|Fatal|Kualitas material|Korsleting|29560000
Lapor. Pintu Biasa Berdaun Tunggal lt 9 Barat terbakar|Pintu Biasa Berdaun Tunggal mengalami kerusakan fatal akibat kualitas material yang buruk, perlu dilakukan perbaikan segera|Pintu Biasa Berdaun Tunggal|Gedung B|9|Barat|Arsitektur|Fatal|Kualitas material|Korsleting|29560000
Mohon periksa Pintu Biasa Berdaun Tunggal di Gedung Gedung B lantai 9 zona Barat, karena terjadi korsleting yang menyebabkan nyetrum|Pintu Biasa Berdaun Tunggal mengalami kerusakan akibat kualitas material yang buruk, perlu dilakukan penggantian komponen dan perbaikan segera dengan biaya Rp 29560000|Pintu Biasa Berdaun Tunggal|Gedung B|9|Barat|Arsitektur|Fatal|Kualitas material|Korsleting|29560000
Tolong dong Plafon Gypsum / GRC di Gedung Gedung B lantai 2 zona Utara rusak bgt, gk tahu dmn salahnya, tp yg jelas plafonnya ambruk banget|Overload pada plafon GRC menyebabkan kerusakan fatal, perlu peninjauan ulang desain struktur dan pemasangan|Plafon Gypsum / GRC|Gedung B|2|Utara|Arsitektur|Fatal|Overload|Performa menurun|12220000
Lapor, Plafon Gypsum / GRC lt 2 Utara terbakar|Kerusakan plafon disebabkan oleh overload, perlu dilakukan pemeriksaan dan perbaikan segera|Plafon Gypsum / GRC|Gedung B|2|Utara|Arsitektur|Fatal|Overload|Performa menurun|12220000
Mohon bantuan, Plafon Gypsum / GRC di Gedung Gedung B lantai 2 zona Utara mengalami kerusakan yang sangat parah, nyetrum listrik dan bau gosong|Kerusakan plafon GRC disebabkan oleh overload, perlu dilakukan perbaikan dan penggantian komponen yang rusak segera, dengan biaya perbaikan sebesar|Plafon Gypsum / GRC|Gedung B|2|Utara|Arsitektur|Fatal|Overload|Performa menurun|12220000
Lampu LED Strip di Gedung Gedung Utama lantai 6 zona Utara nyetrum bgt, tolong dong cepat dicek yg bermasalah dmn|Laporan teknisi: Perbaikan dilakukan dengan mengganti komponen yang rusak akibat Tegangan tidak stabil, kemudian dilakukan pengetesan ulang untuk memastikan kinerja yang stabil|Lampu LED Strip|Gedung Gedung Utama|6|Utara|Electrical|Fatal|Tegangan tidak stabil|Korsleting|36110000
Lapor, Lampu LED Strip lt 6 Utara terbakar|Laporan teknisi: Perbaikan dilakukan dengan mengganti komponen yang rusak akibat Tegangan tidak stabil|Lampu LED Strip|Gedung Gedung Utama|6|Utara|Electrical|Fatal|Tegangan tidak stabil|Korsleting|36110000
Mohon bantuannya untuk memperbaiki Lampu LED Strip di Gedung Gedung Utama lantai 6 zona Utara, karena terjadi kejadian nyetrum yang sangat membahayakan|Laporan teknisi: Perbaikan dilakukan dengan mengganti komponen yang rusak akibat Tegangan tidak stabil, dengan biaya perbaikan sebesar Rp 36110000|Lampu LED Strip|Gedung Gedung Utama|6|Utara|Electrical|Fatal|Tegangan tidak stabil|Korsleting|36110000
Tolong dong Panel LSA Telepon di Gedung Gedung B lantai 10 zona Selatan rusak nih, bgt berisik banget dan remote gk berfungsi yg bikin kita gk bisa nelpon|Ditemukan kerusakan pada Panel LSA Telepon di Gedung Gedung B lantai 10 zona Selatan, kemungkinan disebabkan oleh Getaran, perlu dilakukan perbaikan untuk mengganti remote yang tidak berfungsi dengan biaya perbaikan sebesar Rp 1030000|Panel LSA Telepon|Gedung B|10|Selatan|Sistem Telekomunikasi Gedung|Sedang|Getaran|Remote tidak berfungsi|1030000
Lapor, Panel LSA Telepon di lantai 10 Selatan bermasalah|Ditemukan kerusakan pada Panel LSA Telepon di Gedung Gedung B lantai 10 zona Selatan, kemungkinan disebabkan oleh Getaran, perlu dilakukan perbaikan untuk mengganti remote yang tidak berfungsi|Panel LSA Telepon|Gedung B|10|Selatan|Sistem Telekomunikasi Gedung|Sedang|Getaran|Remote tidak berfungsi|1030000
Mohon perhatian, Panel LSA Telepon di Gedung Gedung B lantai 10 zona Selatan mengalami kerusakan pada remote yang tidak berfungsi, sehingga menyebabkan gangguan pada sistem telekomunikasi|Ditemukan kerusakan pada Panel LSA Telepon di Gedung Gedung B lantai 10 zona Selatan, kemungkinan disebabkan oleh Getaran, perlu dilakukan perbaikan untuk mengganti remote yang tidak berfungsi dengan biaya perbaikan sebesar Rp 1030000|Panel LSA Telepon|Gedung B|10|Selatan|Sistem Telekomunikasi Gedung|Sedang|Getaran|Remote tidak berfungsi|1030000
Lampu Neon Sign di Gedung Utama lantai 16 zona Barat rusak bgt, nyetrum, tolong dong bantu perbaiki, gk tahu dmn masalahnya|Laporan teknisi: perbaikan dilakukan dengan membersihkan Debu/kotoran dan mengganti komponen yang rusak, biaya perbaikan sebesar Rp 50000|Lampu Neon Sign|Gedung Utama|16|Barat|Electrical|Fatal|Debu/kotoran|Tampilan rusak|50000
Lapor, Lampu Neon Sign lt 16 Barat terbakar|Perbaikan dilakukan dengan mengganti komponen yang rusak dan membersihkan Debu/kotoran, tindakan perbaikan selesai dengan biaya Rp 50000|Lampu Neon Sign|Gedung Utama|16|Barat|Electrical|Fatal|Debu/kotoran|Tampilan rusak|50000
Mohon bantuan untuk memperbaiki Lampu Neon Sign di Gedung Utama lantai 16 zona Barat yang mengalami kerusakan fatal, nyetrum, dan tidak dapat digunakan|Laporan teknisi: dilakukan pembersihan Debu/kotoran, penggantian komponen yang rusak, dan perbaikan lainnya dengan biaya perbaikan sebesar Rp 50000|Lampu Neon Sign|Gedung Utama|16|Barat|Electrical|Fatal|Debu/kotoran|Tampilan rusak|50000
Tolong dong Smoke Detector di Gedung Gedung D lantai 11 zona Selatan rusak nih, bgt kotor dan berdebu, gk tau dmn letak masalahnya tapi yg jelas bunyi pelan bgt!|Debu/kotoran menyebabkan tekanan tidak stabil, perbaikan dilakukan dengan membersihkan komponen dan mengganti filter|Smoke Detector|Gedung D|11|Selatan|Sistem Proteksi Kebakaran Aktif|Ringan|Debu/kotoran|Tekanan tidak stabil|290000
Lapor, Smoke Detector di lt 11 Selatan rusak|Debu/kotoran menyebabkan tekanan tidak stabil, perbaikan dilakukan dengan membersihkan komponen dan mengganti filter|Smoke Detector|Gedung D|11|Selatan|Sistem Proteksi Kebakaran Aktif|Ringan|Debu/kotoran|Tekanan tidak stabil|290000
Saya ingin melaporkan bahwa Smoke Detector di Gedung Gedung D lantai 11 zona Selatan mengalami kerusakan ringan, yaitu kotor dan berdebu, sehingga menyebabkan tekanan tidak stabil|Debu/kotoran menyebabkan tekanan tidak stabil, perbaikan dilakukan dengan membersihkan komponen dan mengganti filter, biaya perbaikan sebesar Rp 290000|Smoke Detector|Gedung D|11|Selatan|Sistem Proteksi Kebakaran Aktif|Ringan|Debu/kotoran|Tekanan tidak stabil|290000
Tolong dong LAN (Local Area Network) di Gedung Gedung B lantai 8 zona Tengah rusak nih, gk tau kenapa, bgt mogok, dmn hrus lapor?|Ditemukan kerusakan pada LAN (Local Area Network) di Gedung Gedung B lantai 8 zona Tengah, disebabkan oleh Debu/kotoran, sehingga menyebabkan Performa menurun, dilakukan pembersihan dan perawatan untuk mengembalikan kondisi normal|LAN (Local Area Network)|Gedung B|8|Tengah|Sistem Telekomunikasi Gedung|Berat|Debu/kotoran|Performa menurun|7640000
Lapor. LAN (Local Area Network) lt 8 Tengah mati.|Kerusakan pada LAN (Local Area Network) di Gedung Gedung B lantai 8 zona Tengah disebabkan oleh Debu/kotoran, sehingga menyebabkan Performa menurun, perlu dilakukan perawatan dan pembersihan|LAN (Local Area Network)|Gedung B|8|Tengah|Sistem Telekomunikasi Gedung|Berat|Debu/kotoran|Performa menurun|7640000
Mohon bantuan untuk memperbaiki LAN (Local Area Network) di Gedung Gedung B lantai 8 zona Tengah, karena LAN tersebut mogok dan tidak berfungsi dengan baik.|Dilakukan analisis dan perbaikan pada LAN (Local Area Network) di Gedung Gedung B lantai 8 zona Tengah, ditemukan kerusakan akibat Debu/kotoran, sehingga menyebabkan Performa menurun, biaya perbaikan sebesar Rp 7640000|LAN (Local Area Network)|Gedung B|8|Tengah|Sistem Telekomunikasi Gedung|Berat|Debu/kotoran|Performa menurun|7640000
Genset Diesel di Gedung Gedung Parkir lantai 4 zona Barat rusak nih, bunyi berisik banget bgt, gk tau dmn letak kerusakannya, tolong dong cepat dicek|Kerusakan disebabkan oleh Human error, perlu dilakukan pengecekan dan perbaikan pada sistem pendingin untuk mengurangi getaran berlebihan|Genset Diesel|Gedung Gedung Parkir|4|Barat|Mechanical|Sedang|Human error|Getaran berlebihan|1460000
Lapor, Genset Diesel di lt 4 Barat bermasalah|Kerusakan akibat Human error, perlu perbaikan untuk mengatasi getaran berlebihan|Genset Diesel|Gedung Gedung Parkir|4|Barat|Mechanical|Sedang|Human error|Getaran berlebihan|1460000
Mohon bantuan untuk memperbaiki Genset Diesel yang berada di Gedung Gedung Parkir lantai 4 zona Barat, karena mengalami getaran berlebihan yang menyebabkan bunyi berisik|Perbaikan dilakukan dengan memperbaiki sistem pendingin yang rusak akibat Human error, biaya perbaikan sebesar Rp 1460000|Genset Diesel|Gedung Gedung Parkir|4|Barat|Mechanical|Sedang|Human error|Getaran berlebihan|1460000
Tolong dong Pemipaan Air Kotor di Gedung Gedung E lantai 1 zona Utara rusak bgt, gk tahu dmn salahnya, tp yg jelas patah dan mogok, bantu yaa!|Tegangan tidak stabil menyebabkan korsleting, dilakukan perbaikan dan penggantian komponen|Pemipaan Air Kotor|Gedung E|1|Utara|Plumbing|Berat|Tegangan tidak stabil|Korsleting|3170000
Lapor. Pemipaan Air Kotor lt 1 Utara mati.|Kerusakan disebabkan oleh Tegangan tidak stabil, perlu dilakukan perbaikan|Pemipaan Air Kotor|Gedung E|1|Utara|Plumbing|Berat|Tegangan tidak stabil|Korsleting|3170000
Pemipaan Air Kotor di Gedung Gedung E lantai 1 zona Utara mengalami kerusakan berat, yaitu mati total dan patah, mohon bantuan untuk perbaikan|Tegangan tidak stabil menyebabkan korsleting, perlu dilakukan penggantian komponen dan perbaikan, biaya perbaikan sebesar Rp 3170000|Pemipaan Air Kotor|Gedung E|1|Utara|Plumbing|Berat|Tegangan tidak stabil|Korsleting|3170000
Gue butuh bantuan, APAR Dry Powder Cartridge di Gedung Gedung D lantai 6 zona Utara mati total gk bisa dipake lagi, tolong dong!|APAR Dry Powder Cartridge mengalami kerusakan berat karena human error, perlu dilakukan perbaikan dengan mengganti komponen yang rusak|APAR Dry Powder Cartridge|Gedung D|6|Utara|Sistem Pemadam Kebakaran|Berat|Human error|Retak/pecah|1640000
Lapor. APAR Dry Powder Cartridge lt 6 Utara mati.|APAR Dry Powder Cartridge mengalami kerusakan akibat human error, perlu dilakukan perbaikan segera|APAR Dry Powder Cartridge|Gedung D|6|Utara|Sistem Pemadam Kebakaran|Berat|Human error|Retak/pecah|1640000
Mohon perhatian, APAR Dry Powder Cartridge di Gedung Gedung D lantai 6 zona Utara tidak berfungsi dengan baik, sehingga perlu dilakukan perbaikan secepatnya|APAR Dry Powder Cartridge mengalami kerusakan berat karena human error, perlu dilakukan tindakan perbaikan dengan mengganti komponen yang rusak, biaya perbaikan sebesar Rp 1640000|APAR Dry Powder Cartridge|Gedung D|6|Utara|Sistem Pemadam Kebakaran|Berat|Human error|Retak/pecah|1640000
Tolong dong APAR CO2 di Gedung Gedung E lantai 2 zona Barat rusak bgt, patah, gk bisa nyala sama sekali, tolong cepat bgt, yg bisa bantu?|Ditemukan kerusakan pada APAR CO2 di Gedung Gedung E lantai 2 zona Barat akibat korosi, dilakukan perbaikan dengan mengganti komponen yang rusak|APAR CO2|Gedung E|2|Barat|Sistem Pemadam Kebakaran|Berat|Korosi|Suhu tidak stabil|2970000
Lapor, APAR CO2 lt 2 Barat mati total|APAR CO2 di Gedung Gedung E lantai 2 zona Barat mengalami kerusakan akibat korosi, perlu dilakukan perbaikan segera|APAR CO2|Gedung E|2|Barat|Sistem Pemadam Kebakaran|Berat|Korosi|Suhu tidak stabil|2970000
Mohon bantuan untuk perbaikan APAR CO2 yang terletak di Gedung Gedung E lantai 2 zona Barat, karena APAR CO2 tersebut已经 tidak berfungsi dengan baik, yaitu mati total|Dilakukan inspeksi dan perbaikan pada APAR CO2 di Gedung Gedung E lantai 2 zona Barat, ditemukan kerusakan akibat korosi, biaya perbaikan sebesar Rp 2970000|APAR CO2|Gedung E|2|Barat|Sistem Pemadam Kebakaran|Berat|Korosi|Suhu tidak stabil|2970000
Tolong dong Rolling Door di Gedung Gedung Parkir lantai 2 zona Selatan rusak nih, gk tau knp tiba2 mati gitu, bgt berisik juga, tolong bantu yah|Rolling Door mengalami kerusakan karena kurang perawatan, perlu dilakukan pengecekan dan perbaikan untuk mengembalikan fungsi normal|Rolling Door|Gedung Gedung Parkir|2|Selatan|Arsitektur|Sedang|Kurang perawatan|Mati mendadak|1620000
Lapor, Rolling Door lt 2 Selatan mati|Rolling Door mengalami kerusakan karena kurang perawatan, perlu dilakukan pengecekan dan perbaikan untuk mengembalikan fungsi normal|Rolling Door|Gedung Gedung Parkir|2|Selatan|Arsitektur|Sedang|Kurang perawatan|Mati mendadak|1620000
Rolling Door di Gedung Gedung Parkir lantai 2 zona Selatan mengalami kerusakan, saya mohon bantuan untuk memperbaiki, karena Rolling Door tersebut sangat penting untuk keamanan dan kenyamanan|Rolling Door mengalami kerusakan karena kurang perawatan, perlu dilakukan pengecekan dan perbaikan untuk mengembalikan fungsi normal dengan biaya perbaikan sebesar Rp 1620000|Rolling Door|Gedung Gedung Parkir|2|Selatan|Arsitektur|Sedang|Kurang perawatan|Mati mendadak|1620000
Tolong dong Plafon Gypsum / GRC di Gedung Gedung B lantai 8 zona Barat rusak nih, bgt kotor dan kusam, gk tau dmn masalahnya|Perbaikan dilakukan dengan mengganti material yang berkualitas rendah, biaya perbaikan sebesar Rp 260000|Plafon Gypsum / GRC|Gedung B|8|Barat|Arsitektur|Ringan|Kualitas material|Retak/pecah|260000
Lapor, Plafon Gypsum / GRC lt 8 Barat rusak|Perlu peninjauan ulang kualitas material dan perbaikan yang tepat|Plafon Gypsum / GRC|Gedung B|8|Barat|Arsitektur|Ringan|Kualitas material|Retak/pecah|260000
Mohon perhatian, terdapat kerusakan pada Plafon Gypsum / GRC di Gedung Gedung B, lantai 8, zona Barat, kondisinya kusam dan berdebu|Perbaikan akan dilakukan dengan memperhatikan kualitas material dan melakukan tindakan yang tepat, biaya perbaikan akan ditentukan setelah peninjauan|Plafon Gypsum / GRC|Gedung B|8|Barat|Arsitektur|Ringan|Kualitas material|Retak/pecah|260000
